代码,名称,市盈率,市净率,股息率,历史ROE,近三年ROE,近五年ROE,市值
sz002543,万和电气,15.23,2.29,3.61,19.07,12.9,14.22,79.22
sh600993,马应龙,32.89,3.29,1.25,14.81,12.7,12.25,79.18
sh600770,综艺股份,107.72,2.32,0,3.73,-0.38,1.45,79.17
sz002375,亚厦股份,21.36,1.02,0.68,17.39,8.25,4.74,78.93
sz000818,航锦科技,16.21,3.11,0.7,2.09,9.02,11.59,78.66
sh600206,有研新材,86.04,2.65,0,0.74,1.79,2,78.61
sh600963,岳阳林纸,43.63,0.97,0.68,6.19,0.6,3.42,78.55
sh601558,ST锐电,30.83,5.33,0,18.75,-31.68,-30.38,78.4
sz000541,佛山照明,21.31,1.69,5.88,10.84,11.05,14.97,78.36
sz000631,顺发恒业,9.21,1.19,9.63,-29.08,12.93,12.56,78.33
sh601700,风范股份,221.89,2.72,1.45,14.81,5.42,4.26,78.31
sz000536,华映科技,-1.51,1.1,3.53,-95.28,-5.16,-13.55,78.28
sz000901,航天科技,49.21,2,0,5.78,4.23,4.36,78.25
sh600141,兴发集团,20.71,1.03,1.86,8.56,5.39,4.38,78.17
sz300349,金卡智能,15.08,2.18,1.1,30.37,12.33,11.88,78.11
sh600197,伊力特,17.09,2.97,1.41,13.28,16.78,16.89,78.06
sz000958,东方能源,54.62,2.91,0.71,-47.25,14.56,6.39,78.04
sh601777,力帆股份,82.95,1.05,0,10.95,3.91,2.39,78.04
sz300078,思创医惠,52.12,3.51,0.19,18.87,9.04,8.96,78.04
sz000048,*ST康达,14.28,6.92,0,10.65,29.07,29.19,77.96
sh600502,安徽水利,9.72,0.85,1.11,13.01,13.09,12.42,77.8
sz000006,深振业A,11.13,1.23,3.14,11.47,13.72,15.55,77.76
sz300353,东土科技,27.13,3.15,0.33,20.6,6.93,5.91,77.75
sh600710,苏美达,16.84,1.72,0.71,5.86,3.8,9.02,77.75
sz300663,科蓝软件,171.09,11,0.13,17.57,9.48,7.82,77.6
sh600929,湖南盐业,56.04,3.18,0.63,10.01,10.01,8.05,77.46
sh600459,贵研铂业,45.64,2.5,0.79,6.99,5.46,6.23,77.39
sh600499,科达洁能,-11.87,1.64,1.02,14.19,6.85,2.32,77.13
sz002402,和而泰,33.01,4.64,0.28,13.66,11.16,14.11,76.99
sh600550,保变电气,-9.66,10.2,0,-2.06,-1.5,-33.29,76.98
sz002747,埃斯顿,75.3,4.68,0.78,16.21,9.84,7.05,76.88
sh603026,石大胜华,28.11,4.38,1.58,11.25,9.02,12.32,76.78
sh600761,安徽合力,13.05,1.63,4.82,12.48,11.39,10.34,76.76
sh600587,新华医疗,13.8,1.98,0.26,7.75,5.09,1.25,76.73
sz300685,艾德生物,57.09,9.72,0.46,46.27,21.7,20.92,76.69
sz002421,达实智能,38.11,2.37,0.75,12.73,9.57,9.21,76.47
sh600975,新五丰,-126.23,7.12,0.85,7.16,2.51,5.84,76.43
sz300406,九强生物,25.22,4.33,0.99,29.41,23.01,19.6,76.42
sh600971,恒源煤电,6.1,0.95,4.71,15.86,2.53,11.61,76.4
sz002041,登海种业,430.24,2.73,0.6,19.95,12.67,8.39,76.38
sz002489,浙江永强,61.39,2.27,0.28,14.58,5.33,0.29,76.37
sz300176,派生科技,48.48,5.62,5.84,18.63,20.82,31.56,76.29
sh600458,时代新材,-17.8,1.62,0.53,9.75,1.71,-0.74,76.27
sh600626,申达股份,13.76,2.05,1.12,8.51,7.01,7,76.19
sh603660,苏州科达,22.88,4.17,0.52,21.9,19.24,22.01,76.16
sz000719,中原传媒,10.2,0.98,2.42,-16.2,11.19,10.11,76.13
sz002063,远光软件,38.93,3.37,0.56,19.05,8.85,8.61,76.11
sz300149,量子生物,43.28,3.44,0.26,20.01,8.3,8.94,76.07
sz300010,立思辰,-5.5,2.29,0,15.67,-0.16,-6.31,76.07
sh600988,赤峰黄金,-72.66,2.88,0,34.51,13.45,6.47,76.03
sh603638,艾迪精密,28.87,6.83,1.27,17.88,16.68,19.8,75.98
sh601101,昊华能源,11.34,0.91,2.53,18.63,4.35,6.05,75.96
sz000882,华联股份,186.75,0.97,0.11,3.68,1.49,0.85,75.82
sz000065,北方国际,13.61,1.8,1.22,11.15,16.86,15.49,75.8
sh603127,昭衍新药,67.84,12.03,0.64,22.59,24.48,20.22,75.71
sh603596,伯特利,28.31,3.74,0,27.84,30.55,29.22,75.58
sz000592,平潭发展,271.68,2.38,0,-25.31,2.18,0.55,75.53
sh600990,四创电子,29.2,3.24,0.25,10.82,11.64,11.71,75.48
sh600831,广电网络,73.39,2.03,0.37,6.43,5.9,5.18,75.46
sz002668,奥马电器,-3.97,3.09,0.89,13.77,0.69,-9.05,75.45
sh600330,天通股份,26.55,1.88,0.66,4.86,3.58,4.94,75.44
sz002359,*ST北讯,-5.75,1.54,0,10.89,-5.5,-6.75,75.34
sz000927,一汽夏利,122.84,-71.25,0,-9.31,-39.43,-42.55,75.29
sz300723,一品红,34.42,5.59,0.32,30.98,33.07,34.36,75.27
sh600936,广西广电,85.04,2.03,1.11,14.48,10.46,6.85,75.2
sz002171,楚江新材,19.84,1.65,1.62,14.7,8.9,11.08,75.19
sz002216,三全食品,66.02,3.61,0.21,12.89,3.41,3.58,75.15
sz000928,中钢国际,14.73,1.6,2.01,2.12,12.01,11.45,75.15
sh601015,陕西黑猫,27.15,1.31,0.43,7.89,3.91,6.68,74.97
sz002544,杰赛科技,1206.41,3.61,0.84,11.78,7.79,6.95,74.94
sz002226,江南化工,26.8,1.32,1.08,12.82,3.17,2.71,74.94
sh600569,安阳钢铁,4.18,0.89,0,5.23,2.75,18.7,74.68
sh600477,杭萧钢构,13.98,2.25,4.09,16.8,18.9,26.37,74.49
sz300679,电连技术,34.14,2.19,0,34.55,31.13,22.68,74.48
sh600765,中航重机,22.2,1.74,0.21,5.93,3.21,6.78,74.45
sz300323,华灿光电,-167.99,1.29,1.4,10.97,5.58,9.4,74.39
sh600812,华北制药,47.98,1.36,0.22,2.96,1.2,1.39,74.36
sz002048,宁波华翔,9.93,0.87,1.26,14.5,11.18,12.82,74.33
sh600067,冠城大通,8.47,0.94,2.41,16.37,8.22,7.71,74.31
sz002639,雪人股份,473.17,3.28,0,16.19,0.02,-0.14,74.28
sz300523,辰安科技,57.81,5.16,0.27,18.23,16.74,13.61,74.26
sz300352,北信源,76.85,3.24,0.23,18.58,7.25,5.54,74.23
sz300423,鲁亿通,15.93,2.56,0,18.17,12.78,10.16,74.15
sz000863,三湘印象,1480.03,1.23,3.74,8.05,4.33,3.6,74.05
sz000597,东北制药,36.92,1.95,0,2.72,0.24,4.12,74.02
sz300751,迈为股份,49.28,7.38,0,43.26,43.26,58.29,74
sh600059,古越龙山,45.54,1.79,1.09,5.99,4.28,3.89,73.9
sz002016,世荣兆业,12.3,2.54,7.89,16.69,17.27,27.19,73.87
sz002251,步步高,42.46,0.96,1.17,17.49,4.44,2.42,73.78
sh603599,广信股份,14.98,1.54,0.86,16.92,10.14,10.57,73.7
sz002907,华森制药,52.93,8.56,0.39,19.94,21.28,20.53,73.65
sz300577,开润股份,39.88,10.9,0.98,31.37,31.37,29.23,73.64
sh600897,厦门空港,14.36,1.98,4.21,12.51,13.77,13.07,73.62
sz002928,华夏航空,29.33,3.33,0.9,57.1,47.81,35.71,73.53
sh600868,梅雁吉祥,338.77,3.21,0.52,2.35,1.52,3.08,73.46
sz002317,众生药业,16.72,1.81,2,20.64,13.48,13.15,73.46
sz002409,雅克科技,46.77,1.75,0.07,12.91,4.58,3.75,73.45
sh600508,上海能源,13.03,0.75,2.17,14.46,3.87,6.2,73.43
sh603387,基蛋生物,27.37,5.12,1.14,54.87,41.03,30.66,73.38
sz000042,中洲控股,17.75,0.98,1.82,8.87,8.48,7.04,73.2
sz300300,汉鼎宇佑,39.68,2.92,0.19,13.55,6.9,3.82,73.1
sz000802,北京文化,25.54,1.45,0.4,1.45,8.15,9.84,73.02
sz300184,力源信息,22.41,1.57,0.81,13.91,6.63,7.76,73.01
sh600525,长园集团,75.55,1.38,1.63,16.89,10.93,9.25,72.93
sz300602,飞荣达,42.68,6.1,0.42,20.37,20.66,16.92,72.92
sh603367,辰欣药业,14.26,1.7,1,14.28,12.33,12.42,72.9
sz300661,圣邦股份,71.37,8.12,0.55,28.27,27.06,21.53,72.84
sz300355,蒙草生态,35.1,1.97,1.92,23.11,13.83,15.35,72.83
sh603826,坤彩科技,40.76,5.64,0.39,24.5,21.91,17.2,72.77
sh600756,浪潮软件,24.48,2.98,0.51,8.72,9.5,8.65,72.76
sz300373,扬杰科技,45.84,2.99,0.8,25.77,14.29,12.17,72.76
sh601339,百隆东方,15.36,0.93,2.07,17.34,6.89,7.04,72.6
sz300053,欧比特,76.09,2.25,0.17,11.73,5,5.14,72.6
sh600366,宁波韵升,41.63,1.61,4.09,13.25,9.55,10.19,72.5
sz000720,新能泰山,8.36,2.85,0,0.86,3.56,0.75,72.48
sh603583,捷昌驱动,0,0,0,34.44,39.45,33.43,72.47
sh603989,艾华集团,23.66,3.42,4.31,22.83,17.85,15.57,72.42
sz300204,舒泰神,67.82,2.95,1.65,18.7,12.09,11.11,72.17
sh600278,东方创业,35.86,1.72,0,6.35,4.76,4.58,72.12
sh600933,爱柯迪,16.26,1.85,2.71,27.75,25.63,21.61,72.11
sh600190,锦州港,29.7,1.15,0.61,5.83,2.67,2.43,72.08
sz002204,大连重工,81.54,1.09,0.27,13.88,0.34,0.34,72.04
sz300326,凯利泰,14.8,2.79,0.3,37.52,12.22,13.63,72
sz300348,长亮科技,120.41,5.81,0.25,17.2,8.54,8.93,71.79
sz000889,中嘉博创,29.9,1.97,0.35,4.78,8.32,8.94,71.73
sz002695,煌上煌,38.38,3.63,0.5,13.1,6.88,7.84,71.53
sh600284,浦东建设,15.79,1.2,2.44,10.44,7.39,7.3,71.51
sz300401,花园生物,22.66,4.22,0.94,18.27,10.35,14.58,71.32
sh600195,中牧股份,18.81,1.75,2.75,12.38,10.35,10.76,71.3
sz002436,兴森科技,30.83,2.74,0.63,16.29,7.69,8,71.27
sz002269,美邦服饰,251.22,2.44,0,17.79,-3.2,-2.33,71.1
sh603876,鼎胜新材,25.64,2.07,0.6,11.22,11.22,12.87,71.08
sz002097,山河智能,14.92,1.46,0.77,13.57,3.38,5.93,71.05
sz000546,金圆股份,18.84,1.92,0.5,9.08,13.55,13.18,71.04
sz002416,爱施德,-78.08,1.42,3.49,22.06,2.6,3.04,71.01
sh600750,江中药业,14.75,2.1,2.66,12.37,15.04,15.22,70.98
sh601500,通用股份,47.74,1.96,0.98,11.97,9.43,6.85,70.92
sz000667,美好置业,27.32,1,0.9,7.64,6.59,7.96,70.9
sh600108,亚盛集团,80.53,1.46,0.14,5.7,2.49,1.81,70.87
sz300174,元力股份,168.82,10.83,0.17,16.93,7.88,10.09,70.85
sh603698,航天工程,33.6,2.63,0.82,18.91,13.28,7.96,70.79
sh601965,中国汽研,17.22,1.55,2.74,12.37,9.4,8.97,70.72
sh603881,数据港,48.7,6.81,0.51,27.98,20.36,16.69,70.69
sz002326,永太科技,15.11,2.27,1.16,16.72,10.44,12.24,70.69
sz300233,金城医药,24.35,1.72,1.12,14.92,10.21,8.91,70.49
sz000639,西王食品,14.78,1.58,1.18,8.96,12.5,13.74,70.39
sh600894,广日股份,29.08,0.95,1.71,3.83,16.39,7.99,70.34
sh603556,海兴电力,19.63,1.44,2.11,28.93,20.8,14.99,70.16
sz000603,盛达矿业,15.86,3.66,0,10.08,22.99,16,70.1
sh600054,黄山旅游,13.26,1.69,2.5,9.88,11.14,11.35,70.02
sh600169,太原重工,147.38,1.67,0,4.76,-7.95,-13.58,70
sz000875,吉电股份,51.59,0.93,0,1.03,0.48,-0.88,69.97
sz000682,东方电子,34.49,2.28,0,2.18,4.1,4.69,69.85
sh600331,宏达股份,-2.66,3.03,0,0.69,-16,-22.61,69.7
sz300276,三丰智能,26.46,1.94,0,20.51,5.6,6.21,69.32
sz000926,福星股份,6.17,0.62,2.78,11.89,8.63,8.55,69.2
sz002768,国恩股份,20.8,3.29,0.51,21.08,18.51,18.97,69.2
sh600230,沧州大化,11.35,1.93,2.98,10.62,13.98,39.96,69.15
sh600662,强生控股,33.31,2.02,0.92,8.59,4.52,3.59,69
sh600105,永鼎股份,40.52,2.52,1.82,8.03,9.3,9.38,68.91
sz002239,奥特佳,-174.49,1.33,0.68,15.11,5.9,6.2,68.89
sh603399,吉翔股份,56.14,2.93,0.48,8.87,-0.2,7.04,68.89
sz002716,金贵银业,75.16,1.84,1.4,14.22,6.32,6.25,68.77
sz002145,中核钛白,15.79,2.08,0.46,-1.25,5.12,10,68.74
sz002190,*ST集成,-32.89,3.89,0,6.84,-0.12,-3.03,68.73
sh600841,上柴股份,59.68,1.83,0.54,4.42,3.4,3.29,68.73
sz300771,智莱科技,0,0,0,36.12,36.12,36.12,68.68
sh603068,博通集成,0,0,0,33.06,33.06,33.06,68.57
sz300036,超图软件,42.19,3.53,0.58,13.21,9.52,10.5,68.55
sz002192,融捷股份,-346.6,9.17,0.78,7.01,-3.97,1.54,68.47
sz300255,常山药业,45.25,2.66,0.27,14.19,9.01,7.97,68.44
sz300110,华仁药业,164.91,3.13,0.29,9.57,2.28,2.02,68.33
sz300458,全志科技,43.87,3.15,0.12,39.32,7.3,5.12,68.11
sh603533,掌阅科技,50.54,5.94,0.2,20.18,20.18,13.13,68.01
sz000910,大亚圣象,9.28,1.54,0.98,10.11,15.74,20.28,67.75
sh600810,神马股份,9.22,2.01,0,2.38,6.83,9.65,67.67
sh603619,中曼石油,-277.37,2.81,1.77,16.24,18.38,20.04,67.64
sh600876,洛阳玻璃,498.48,5.42,0,-13.42,-0.7,2.5,67.62
sz002053,云南能投,31.46,1.75,1.13,8.24,7.96,8.27,67.57
sh600577,精达股份,15.26,2.08,2.28,12.08,9.08,11.37,67.44
sz300104,乐视网,-1.7,-2.1,0,-1.94,-34.64,-67.73,67.42
sh603588,高能环境,19.33,2.45,0.3,15.54,9.77,10.32,67.34
sh603869,新智认知,16.49,1.7,1.3,11.71,10.17,9.57,67.28
sh603569,长久物流,17.11,2.5,1.64,26.83,27.51,21.95,67.2
sz002792,通宇通讯,185.31,3.49,0.17,18.83,19.32,6.51,67.19
sh603456,XD九洲药,45,2.38,2.4,19.79,8.27,5.26,67.05
sz000552,靖远煤电,12.48,0.89,3.41,5.85,7.75,6.73,67.01
sz002327,富安娜,12.7,1.88,3.26,22.75,16.87,16.33,66.98
sh600481,双良节能,23.45,2.95,1.23,12.1,10.5,7.95,66.81
sz002913,奥士康,27.54,2.98,0.69,23.88,24.06,19.15,66.55
sh600368,五洲交通,7.18,1.57,2.54,8.34,6.12,10.49,66.41
sh600300,维维股份,61.73,2.45,0.76,5.95,4.04,2.81,66.38
sz300185,通裕重工,30.25,1.28,1.97,12.56,3.6,4.09,66.34
sh600343,航天动力,287.27,3,0,5.48,1.65,1.04,66.31
sz002254,泰和新材,41.01,3.02,0.46,9.95,5.75,5.11,66.28
sh600146,商赢环球,-3.45,6.09,0,-12.87,-23.94,-25.66,66.27
sh600510,黑牡丹,9.95,0.83,2.25,11.03,6.25,6.77,66.18
sz000662,天夏智慧,54.27,1.16,1.16,3.26,4.88,7.72,66.13
sz002307,北新路桥,123.11,3.43,0,7.94,2.57,2.71,66.11
sh600691,阳煤化工,48.12,1.11,0,-16.8,-3.19,-5.43,66.05
sz002367,康力电梯,318.95,2.08,9.07,16.23,13.79,8.17,65.97
sz002117,东港股份,24.67,3.89,2.21,17.17,15.5,15.89,65.95
sz002102,ST冠福,-2.34,2.51,2,-0.41,-9.29,-18.28,65.85
sz002540,亚太科技,18.04,1.33,1.16,14.69,9.29,9.28,65.81
sh600738,兰州民百,4.09,3.59,5.95,8.28,18.72,26.54,65.78
sz300398,飞凯材料,23.08,2.97,0.39,20.9,14.14,10.2,65.7
sh603967,中创物流,0,0,0,24.8,24.8,24.8,65.6
sz002095,生意宝,204.07,7.6,0.19,14.68,3.85,2.88,65.43
sz002435,长江润发,17.71,1.2,6.3,10.62,5.98,6.42,65.42
sh600509,天富能源,221.36,1,0.83,9.51,5.2,3.69,65.4
sz002497,雅化集团,40.56,2.51,0.29,17.11,7.76,7.51,65.28
sz300252,金信诺,63.83,2.71,0.53,17.77,11.86,9.68,64.95
sz002905,金逸影视,48.42,3.29,2.48,25.4,26.43,17.64,64.92
sh603959,百利科技,40.9,5.69,0.08,25.97,15.93,13.94,64.92
sz300428,四通新材,13.88,1.85,2.94,18.84,15.14,14.01,64.84
sz002750,龙津药业,546.48,9.94,0.19,21.77,11.33,7.32,64.84
sz002332,仙琚制药,20.31,2.41,0.85,11.67,8.05,9.26,64.78
sh600416,湘电股份,-3.48,1.47,0.44,4.59,-5.23,-10.17,64.7
sz002431,棕榈股份,-53.59,1.2,0.69,16.4,4.05,3.34,64.68
sz002238,天威视讯,33.24,2.29,2.39,8.67,9.72,9.19,64.64
sh601010,文峰股份,25.72,1.4,1.43,20.81,7.39,6.26,64.5
sz000801,四川九洲,70.25,2.67,0.32,3.68,6.97,4.09,64.44
sz300236,上海新阳,-2166.4,5.12,0.39,14.69,4.81,3.65,64.37
sz002130,沃尔核材,278.15,2.4,0.39,18.84,11.94,4.24,64.35
sh600720,祁连山,7.97,1.11,2.78,9.64,8.59,8.81,64.28
sh600743,华远地产,8.45,0.82,3.65,-5.07,13.89,11.81,64.28
sh600503,华丽家族,-10848,1.7,0.12,0.06,2.09,3.19,64.25
sz300309,吉艾科技,30.49,3.29,0,24.57,0.05,-4.13,64.21
sh603429,集友股份,50.54,9.69,0.77,30.38,27.19,23.8,64.13
sh600650,锦江投资,23.94,1.82,2.15,8.55,7.94,7.54,64.1
sz000055,方大集团,2.89,1.29,2.63,8.49,30.02,44.51,64.03
sz002570,贝因美,151.98,3.51,0,13.75,-12.35,-22.16,64.01
sh600129,太极集团,39.08,1.88,0,8.16,15.9,28.75,63.99
sh600326,西藏天路,14.76,2.1,1.08,6.91,11.22,13.17,63.95
sz300237,美晨生态,19.24,1.8,1.82,26.67,15.67,16.77,63.94
sz300177,中海达,66.16,3.46,0.1,23.54,4.24,3.62,63.82
sh601890,亚星锚链,354.33,2.17,0.3,11.24,1.95,0.82,63.8
sh603357,设计总院,14.44,2.8,1.38,30.41,26.08,24.73,63.67
sz300504,天邑股份,42.44,3.52,0.63,21.46,23.84,23.98,63.64
sz300702,天宇股份,23.44,4.03,0.42,11.71,12.55,15.62,63.64
sz300055,万邦达,-63.19,1.11,0.95,20.52,5.86,3.25,63.59
sz000708,大冶特钢,12.56,1.41,2.12,8.56,9.37,10.18,63.5
sz002344,海宁皮城,18.3,0.84,2.42,20.66,10.62,6.4,63.5
sz000711,京蓝科技,54.2,1.23,0,2.39,0.24,4.08,63.47
sz002115,三维通信,29.21,2.64,0.44,12.97,4.28,5.93,63.38
sz002548,金新农,-20,4.64,0.67,16.52,3.08,-1.47,63.36
sz002929,润建股份,29.43,2.36,0.42,22.41,23,19.39,63.22
sh603169,兰石重装,-4.39,3.53,0.05,7.12,4.79,-19.63,63.2
sz000797,中国武夷,20.21,1.12,1.24,4.57,9.21,9.01,63.14
sh600389,江山股份,15.85,3.3,1.22,11.35,12.02,14.51,63.11
sh600055,万东医疗,40.53,3.2,0.43,7.49,5.65,6.19,63.01
sz300183,东软载波,38.48,2.21,2.61,30.66,11.51,10.13,63
sz000931,中关村,63.51,3.69,0,-3.44,6.78,3.36,62.89
sz002036,联创电子,23.81,3.02,0.43,14.1,16.01,14.21,62.84
sz002631,德尔未来,64.33,3.73,0.21,18.3,8.91,7.77,62.83
sz002126,银轮股份,17.66,1.72,0.51,13.42,10.93,10.98,62.8
sh603012,创力集团,28.86,2.26,0.41,18.16,8.6,5.91,62.76
sz300287,飞利信,-3.07,1.66,1.3,11.85,0.44,-8.76,62.72
sh600658,电子城,15.9,0.94,3.41,10.33,11.63,8.07,62.64
sz002509,天广中茂,-11.8,1.38,0.6,13.51,6,4.38,62.56
sh600210,紫江企业,14.59,1.38,3.64,10.36,7.08,9.41,62.49
sz000507,珠海港,40,1.51,0.54,6.22,3.82,5.08,62.43
sz002679,福建金森,185.12,8.34,1.89,13.65,5.81,5.66,62.36
sh600182,S佳通,72.59,6.67,0.59,-38.07,13.94,10.6,62.25
sz002108,沧州明珠,22.93,1.9,4.56,17.53,15.64,17.35,62.25
sh603055,台华新材,19.31,2.36,1.94,13.02,12.89,17.9,61.99
sz002313,日海智能,76.64,3.04,0.18,11.13,2.25,4.04,61.93
sz300429,强力新材,43.37,3.89,0.83,22.56,17.13,12.91,61.93
sz002181,粤传媒,76.27,1.55,0.13,5.4,-1.02,2.8,61.77
sh600496,精工钢构,23.5,1.24,0,10.09,4.94,2.9,61.74
sz002617,露笑科技,-6.06,3.91,0.36,4.24,-5.55,-10.32,61.73
sz300081,恒信东方,99.07,2.41,0.43,9.32,3.09,4.69,61.71
sz002708,光洋股份,-55.98,4.4,0.15,9.37,2.16,-0.21,61.7
sz002586,围海股份,25.19,1.15,0.85,12.17,5.61,5.64,61.67
sh600088,中视传媒,48.87,5.07,0.48,4.42,2.67,2.12,61.56
sz002135,东南网架,30.1,1.49,0.2,8.64,3.08,3.34,61.55
sz300487,蓝晓科技,34.31,6.32,0.29,16.65,12.69,12.42,61.53
sz000498,山东路桥,8.36,1.2,1.09,-5.58,13.98,14.66,61.5
sz000011,深物业A,9.94,1.8,2.91,15.85,18.16,20.46,61.39
sz300047,天源迪科,27.49,2.02,0.26,16.49,6.35,7.18,61.38
sh600986,科达股份,31.06,1,1.08,5.74,7.39,7.73,61.37
sh603108,润达医疗,22.44,2.34,0.72,15.44,12.32,10.63,61.37
sz300044,赛为智能,62.08,2.57,0.63,12.48,9.84,10.01,61.36
sz002276,万马股份,49.42,1.52,0,13.02,6.37,4.4,61.3
sz002355,兴民智通,-22.98,2.18,0.1,7.77,-0.09,-1.47,61.29
sz000557,西部创业,39.63,1.24,0,4.09,2.38,2.01,61.25
sz000037,深南电A,3386.53,3.14,0,6.66,2.72,34.38,61.24
sz000795,英洛华,48.44,2.76,0,-2.88,4.01,4.13,61.22
sh603018,中设集团,14.81,2.43,2.15,19.13,14.29,14.94,61.22
sz300043,星辉娱乐,25.28,2.21,0.61,22.58,14.33,12.66,61.21
sz002657,中科金财,79.94,2.33,0,13.54,3.63,-0.6,61.2
sz002412,汉森制药,40.42,4.36,0,17.52,9.22,8.98,61.18
sz300596,利安隆,29.01,5.44,0.32,16.44,17.82,18.45,61.15
sh603697,有友食品,0,0,0,26.69,26.69,26.69,61.15
sh603590,康辰药业,22.13,2.35,0,34.47,31.94,27.45,61.1
sz300101,振芯科技,-1006.51,6.54,0,16.85,5.42,3.39,61.08
sh600789,鲁抗医药,51.26,2.05,0.33,1.51,1.12,4.54,61.01
sz002585,双星新材,20.3,0.79,0.19,17.31,2.51,2.62,60.94
sz002550,千红制药,26.77,2.32,1.69,19.36,10.13,8.71,60.67
sh600211,西藏药业,27.87,2.64,1.14,5.14,17.01,19.78,60.66
sz002261,拓维信息,-4.47,2.43,0.18,14.67,-3.2,-11.84,60.65
sh600590,泰豪科技,22.29,1.49,1.71,7.49,4.55,5.56,60.64
sh600603,广汇物流,10.71,0.93,0,-225.55,14.95,7,60.63
sh600744,华银电力,114.34,1.97,0,-1.92,-1.67,-8.63,60.56
sh600035,楚天高速,13.01,0.94,3.71,9.51,9.16,8.96,60.48
sh601677,明泰铝业,11.9,0.99,0.98,9.6,7.52,8.2,60.4
sh600218,全柴动力,133.87,3.06,0.31,3.93,3.71,3.48,60.37
sz000851,高鸿股份,464.45,1.83,0,0.07,3.07,3.2,60.36
sh600822,上海物贸,132.96,9.68,0,-44.54,-174.28,5.73,60.36
sz002318,久立特材,18.44,1.86,2.09,14.43,7.29,7.23,60.34
sz002663,普邦股份,143.51,1.18,0.27,20.68,5.64,2.21,60.34
sh600742,一汽富维,12.39,1.22,4.21,12.86,11.79,10.48,60.31
sz002756,永兴特钢,15.19,1.72,5.97,18.04,11.43,10.34,60.3
sz002522,浙江众成,165.73,3.34,0.9,14.28,4.57,4.45,60.05
sz000544,中原环保,14.17,1.02,5.68,-8.87,4.27,6.69,60.04
sz300737,科顺股份,29.38,2.03,0.51,26.83,25.68,18.1,60.03
sh603299,苏盐井神,22.97,1.55,1.24,7.43,5.28,5.51,59.96
sh603886,元祖股份,22.64,4.31,1.84,29.87,23.11,21.59,59.93
sz300034,钢研高纳,50.82,3.28,0.52,10.97,8.16,6.52,59.93
sz002139,拓邦股份,25.86,2.58,1.7,15.67,10.8,10.73,59.92
sz002346,柘中股份,42.48,2.8,1.47,13.38,6.38,5.97,59.88
sz000829,天音控股,-26.83,2.39,0.38,8.53,0.35,3.93,59.87
sz000150,宜华健康,46.12,2.43,1.05,4.6,11.6,16.99,59.87
sz000893,*ST东凌,535.34,1.66,0,-4.46,-26.66,-25.44,59.87
sz000687,华讯方舟,-11.34,6.14,0,-0.65,-6.98,-4.67,59.76
sz000665,湖北广电,38.07,0.89,0.91,-1.22,5.91,4.84,59.75
sh600638,新黄浦,10.45,1.29,3.95,7.18,12,16.21,59.73
sh600661,昂立教育,-23.22,4.95,0,4.36,6.24,3.95,59.72
sz002400,省广集团,35.13,1.13,0,23.11,13.59,5.99,59.62
sz300502,新易盛,87.79,5.09,0.48,20.49,13.92,8.62,59.59
sz300379,东方通,44.46,4.14,0,20.14,4.79,-0.75,59.56
sz300506,名家汇,16.92,3.05,0,33.65,22.36,22.74,59.51
sh600620,天宸股份,79.86,2.3,0.35,8.42,3.63,2.14,59.47
sz300131,英唐智控,39.93,3.39,0.54,15.9,7.1,9.05,59.47
sz002588,史丹利,37.79,1.37,0.97,16.72,12.13,8.21,59.46
sz002796,世嘉科技,104.05,4.19,0.57,19.61,13.93,7.17,59.41
sh603713,密尔克卫,42.05,4.59,0,15.67,15.67,12.22,59.4
sz300427,红相股份,25.69,2.92,0.44,17.12,13.56,11.77,59.34
sz300107,建新股份,9.12,3.5,1.39,14.21,14.24,21.25,59.32
sh600978,宜华生活,18.74,0.7,1.38,12.79,8.53,8.15,59.31
sh603896,寿仙谷,51.65,5.68,0.48,20.1,17.26,14.99,59.29
sz002228,合兴包装,23.51,2.11,0.99,14,8.97,8.05,59.29
sz002189,利达光电,33.3,4.62,0.11,8.68,6.34,8.65,59.27
sz002243,通产丽星,70.14,3.78,0.31,11.64,1.61,3.33,59.23
sz002364,中恒电气,76.5,2.78,0.95,13.46,8.73,5.36,59.12
sh600773,西藏城投,54.27,1.77,0.14,-0.29,3.4,2.83,59.02
sz002752,昇兴股份,194.6,3.26,0.71,16.84,8.62,6.71,58.99
sz300021,大禹节水,56.13,3.95,0,10.18,7.05,6.27,58.92
sz002017,东信和平,148.66,4.26,0.23,16.12,6.74,5.9,58.67
sz300559,佳发教育,44.4,7.42,0.91,41.22,23.13,16.39,58.66
sz300342,天银机电,58.94,4.27,1.11,24.24,12.61,12.58,58.61
sh600495,晋西车轴,108.62,1.86,0.21,7.81,2.1,0.85,58.6
sh600617,国新能源,95.18,1.53,0,-176.97,11.31,3.69,58.57
sz300191,潜能恒信,201.51,4.94,0.05,12.59,0.01,0.67,58.56
sz002057,中钢天源,44.31,4.25,1.05,7.17,8.17,9.85,58.49
sh600184,光电股份,99.23,2.51,0.24,5.02,3.39,1.94,58.41
sh600825,新华传媒,199.62,2.3,0.27,7.97,1.82,1.6,58.3
sz002930,宏川智慧,49.04,3.21,0,8.99,8.95,7.52,58.22
sz300772,运达股份,0,0,0,11.56,5.78,5.78,58.2
sh601366,利群股份,41.1,1.25,2.96,15.44,11.82,9.55,58.17
sh600063,皖维高新,37.32,1.17,0.5,4.72,3.22,2.56,57.97
